time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2024-01-01 06:00:00+06:00,17.75,77.2,0.0,0.0,0.0,322.15,1.38,21.0,101788.0
2024-01-01 07:00:00+06:00,18.48,74.44,0.0,0.0,0.0,324.48,1.37,19.0,101877.0
2024-01-01 08:00:00+06:00,19.21,71.68,138.0,289.61,76.0,326.8,1.35,14.0,101977.0
2024-01-01 09:00:00+06:00,19.95,68.92,350.0,575.67,120.0,329.12,1.34,9.0,102047.0
2024-01-01 10:00:00+06:00,20.68,66.16,522.0,670.45,155.0,331.45,1.32,10.0,102097.0
2024-01-01 11:00:00+06:00,21.41,63.4,646.0,728.86,174.0,333.77,1.31,9.0,102057.0
2024-01-01 12:00:00+06:00,22.14,60.64,699.0,734.19,190.0,336.1,1.29,359.0,101987.0
2024-01-01 13:00:00+06:00,22.88,57.88,685.0,719.14,195.0,338.42,1.28,349.0,101858.0
2024-01-01 14:00:00+06:00,26.32,44.75,610.0,711.66,174.0,360.0,1.79,346.0,101768.0
2024-01-01 15:00:00+06:00,26.32,43.95,465.0,624.22,158.0,355.8,1.93,347.0,101698.0
2024-01-01 16:00:00+06:00,25.93,44.45,285.0,528.88,112.0,352.4,1.79,350.0,101688.0
2024-01-01 17:00:00+06:00,24.82,50.45,80.0,215.83,52.0,348.2,1.45,348.0,101658.0
2024-01-01 18:00:00+06:00,23.1,56.55,0.0,0.0,0.0,341.6,1.79,352.0,101718.0
2024-01-01 19:00:00+06:00,21.3,63.85,0.0,0.0,0.0,336.8,2.07,357.0,101798.0
2024-01-01 20:00:00+06:00,19.79,70.8,0.0,0.0,0.0,333.2,2.07,0.0,101858.0
2024-01-01 21:00:00+06:00,18.77,75.5,0.0,0.0,0.0,329.2,2.07,358.0,101917.0
2024-01-01 22:00:00+06:00,17.93,79.4,0.0,0.0,0.0,326.2,2.07,351.0,101917.0
2024-01-01 23:00:00+06:00,17.19,82.7,0.0,0.0,0.0,323.4,2.07,343.0,101947.0
2024-01-02 00:00:00+06:00,16.53,85.35,0.0,0.0,0.0,321.2,2.07,341.0,101897.0
2024-01-02 01:00:00+06:00,15.95,87.5,0.0,0.0,0.0,319.4,2.07,341.0,101887.0
2024-01-02 02:00:00+06:00,15.49,88.55,0.0,0.0,0.0,317.8,2.07,346.0,101828.0
2024-01-02 03:00:00+06:00,15.08,89.7,0.0,0.0,0.0,316.4,2.0,350.0,101788.0
2024-01-02 04:00:00+06:00,14.56,91.45,0.0,0.0,0.0,315.0,1.93,353.0,101778.0
2024-01-02 05:00:00+06:00,13.99,93.3,0.0,0.0,0.0,313.8,1.66,355.0,101708.0
2024-01-02 06:00:00+06:00,13.67,93.55,0.0,0.0,0.0,312.4,1.31,355.0,101788.0
2024-01-02 07:00:00+06:00,14.76,90.1,0.0,0.0,0.0,311.45,0.76,355.0,101828.0
2024-01-02 08:00:00+06:00,15.61,91.75,144.0,332.78,73.0,313.4,0.14,344.0,101917.0
2024-01-02 09:00:00+06:00,19.92,72.3,340.0,523.6,131.0,319.2,0.34,323.0,101987.0
2024-01-02 10:00:00+06:00,23.01,60.0,514.0,635.69,166.0,329.4,0.83,324.0,102017.0
2024-01-02 11:00:00+06:00,24.64,49.35,636.0,689.73,189.0,338.4,1.59,321.0,101967.0
2024-01-02 12:00:00+06:00,25.48,44.8,700.0,734.63,190.0,346.2,1.93,319.0,101848.0
2024-01-02 13:00:00+06:00,25.9,45.4,690.0,732.35,190.0,359.6,2.48,311.0,101738.0
2024-01-02 14:00:00+06:00,26.0,44.55,603.0,673.85,189.0,362.0,2.55,316.0,101588.0
2024-01-02 15:00:00+06:00,25.97,44.2,470.0,637.86,155.0,355.2,2.34,318.0,101538.0
2024-01-02 16:00:00+06:00,25.51,45.2,280.0,485.87,120.0,357.4,2.21,317.0,101518.0
2024-01-02 17:00:00+06:00,24.28,51.05,83.0,227.26,53.0,350.4,1.66,317.0,101498.0
2024-01-02 18:00:00+06:00,22.84,56.4,0.0,0.0,0.0,356.0,1.86,321.0,101578.0
2024-01-02 19:00:00+06:00,21.27,62.9,0.0,0.0,0.0,342.8,1.86,326.0,101658.0
2024-01-02 20:00:00+06:00,20.19,68.05,0.0,0.0,0.0,351.2,1.79,333.0,101718.0
2024-01-02 21:00:00+06:00,19.43,71.95,0.0,0.0,0.0,353.6,1.79,336.0,101748.0
2024-01-02 22:00:00+06:00,18.8,75.2,0.0,0.0,0.0,351.2,1.72,336.0,101778.0
2024-01-02 23:00:00+06:00,18.26,77.95,0.0,0.0,0.0,351.0,1.72,333.0,101758.0
2024-01-03 00:00:00+06:00,17.95,79.3,0.0,0.0,0.0,356.8,1.66,335.0,101718.0
2024-01-03 01:00:00+06:00,16.79,84.2,0.0,0.0,0.0,329.6,1.66,349.0,101708.0
2024-01-03 02:00:00+06:00,16.04,87.85,0.0,0.0,0.0,328.6,1.66,359.0,101658.0
2024-01-03 03:00:00+06:00,15.35,90.9,0.0,0.0,0.0,325.2,1.59,1.0,101638.0
2024-01-03 04:00:00+06:00,14.77,91.65,0.0,0.0,0.0,317.4,1.45,359.0,101568.0
2024-01-03 05:00:00+06:00,14.59,91.15,0.0,0.0,0.0,314.2,1.24,349.0,101558.0
2024-01-03 06:00:00+06:00,14.66,90.7,0.0,0.0,0.0,312.8,1.03,338.0,101648.0
2024-01-03 07:00:00+06:00,14.77,90.9,0.0,0.0,0.0,320.45,0.9,331.0,101718.0
2024-01-03 08:00:00+06:00,16.09,90.6,136.0,282.07,76.0,317.8,0.41,313.0,101798.0
2024-01-03 09:00:00+06:00,20.44,69.35,340.0,523.97,131.0,329.2,0.62,306.0,101877.0
2024-01-03 10:00:00+06:00,23.07,56.55,514.0,635.53,166.0,332.6,1.03,311.0,101887.0
2024-01-03 11:00:00+06:00,24.36,47.05,626.0,652.11,203.0,343.2,1.45,310.0,101818.0
2024-01-03 12:00:00+06:00,25.21,43.35,694.0,707.65,202.0,347.2,1.93,309.0,101728.0
2024-01-03 13:00:00+06:00,25.69,45.9,681.0,692.79,207.0,367.0,2.41,304.0,101598.0
2024-01-03 14:00:00+06:00,25.79,44.65,598.0,649.14,198.0,367.4,2.55,304.0,101478.0
2024-01-03 15:00:00+06:00,25.67,44.15,465.0,604.93,165.0,382.4,2.48,306.0,101418.0
2024-01-03 16:00:00+06:00,25.36,44.3,283.0,488.59,121.0,382.4,2.14,310.0,101398.0
2024-01-03 17:00:00+06:00,24.35,49.2,86.0,245.67,53.0,371.0,1.45,328.0,101368.0
2024-01-03 18:00:00+06:00,22.88,54.7,0.0,0.0,0.0,360.8,1.79,353.0,101468.0
2024-01-03 19:00:00+06:00,21.15,62.0,0.0,0.0,0.0,354.0,2.0,8.0,101538.0
2024-01-03 20:00:00+06:00,19.71,68.0,0.0,0.0,0.0,341.2,2.14,15.0,101618.0
2024-01-03 21:00:00+06:00,18.82,71.4,0.0,0.0,0.0,340.4,2.14,18.0,101678.0
2024-01-03 22:00:00+06:00,18.47,72.4,0.0,0.0,0.0,353.0,2.0,24.0,101708.0
2024-01-03 23:00:00+06:00,17.69,75.7,0.0,0.0,0.0,335.4,1.93,26.0,101708.0
2024-01-04 00:00:00+06:00,17.2,78.1,0.0,0.0,0.0,339.6,1.72,27.0,101698.0
2024-01-04 01:00:00+06:00,16.9,83.55,0.0,0.0,0.0,345.6,1.66,45.0,101698.0
2024-01-04 02:00:00+06:00,16.65,84.95,0.0,0.0,0.0,353.0,1.66,44.0,101648.0
2024-01-04 03:00:00+06:00,16.31,86.5,0.0,0.0,0.0,347.4,1.72,39.0,101638.0
2024-01-04 04:00:00+06:00,16.36,85.5,0.0,0.0,0.0,357.8,1.66,36.0,101648.0
2024-01-04 05:00:00+06:00,15.87,87.45,0.0,0.0,0.0,337.4,1.72,36.0,101638.0
2024-01-04 06:00:00+06:00,15.22,90.3,0.0,0.0,0.0,324.6,1.66,26.0,101668.0
2024-01-04 07:00:00+06:00,14.53,93.6,0.0,0.0,0.0,318.45,1.59,11.0,101778.0
2024-01-04 08:00:00+06:00,16.09,89.8,136.0,282.82,76.0,316.2,0.83,4.0,101897.0
2024-01-04 09:00:00+06:00,20.08,68.6,332.0,486.6,138.0,323.2,0.97,9.0,101967.0
2024-01-04 10:00:00+06:00,22.56,57.35,497.0,565.89,187.0,329.6,1.17,14.0,101977.0
2024-01-04 11:00:00+06:00,24.03,46.9,630.0,665.29,198.0,335.0,1.38,342.0,101947.0
2024-01-04 12:00:00+06:00,24.89,41.95,688.0,682.09,213.0,338.4,1.86,318.0,101838.0
2024-01-04 13:00:00+06:00,25.36,43.2,686.0,707.28,201.0,361.2,1.79,324.0,101688.0
2024-01-04 14:00:00+06:00,25.59,41.35,600.0,650.39,198.0,356.6,2.0,338.0,101568.0
2024-01-04 15:00:00+06:00,25.45,40.95,467.0,606.32,165.0,349.0,1.79,339.0,101528.0
2024-01-04 16:00:00+06:00,25.08,41.55,287.0,497.17,121.0,350.8,1.72,329.0,101488.0
2024-01-04 17:00:00+06:00,23.95,47.95,82.0,197.52,55.0,344.4,1.66,327.0,101498.0
2024-01-04 18:00:00+06:00,22.19,54.7,0.0,0.0,0.0,346.8,2.21,331.0,101588.0
2024-01-04 19:00:00+06:00,20.65,60.8,0.0,0.0,0.0,346.4,2.14,336.0,101688.0
2024-01-04 20:00:00+06:00,19.77,64.45,0.0,0.0,0.0,349.0,2.07,349.0,101758.0
2024-01-04 21:00:00+06:00,18.87,68.45,0.0,0.0,0.0,337.6,2.14,1.0,101798.0
2024-01-04 22:00:00+06:00,17.92,72.95,0.0,0.0,0.0,325.4,2.21,8.0,101808.0
2024-01-04 23:00:00+06:00,17.13,76.95,0.0,0.0,0.0,317.0,2.07,12.0,101768.0
2024-01-05 00:00:00+06:00,16.37,81.2,0.0,0.0,0.0,313.4,1.79,6.0,101748.0
2024-01-05 01:00:00+06:00,15.45,83.95,0.0,0.0,0.0,310.6,1.86,359.0,101698.0
2024-01-05 02:00:00+06:00,14.71,87.9,0.0,0.0,0.0,309.0,1.79,357.0,101658.0
2024-01-05 03:00:00+06:00,14.0,90.95,0.0,0.0,0.0,307.8,1.72,358.0,101628.0
2024-01-05 04:00:00+06:00,13.39,92.4,0.0,0.0,0.0,306.4,1.59,3.0,101588.0
2024-01-05 05:00:00+06:00,13.55,90.75,0.0,0.0,0.0,305.4,1.31,6.0,101578.0
2024-01-05 06:00:00+06:00,14.7,86.85,0.0,0.0,0.0,305.0,0.83,14.0,101618.0
2024-01-05 07:00:00+06:00,14.67,87.55,0.0,0.0,0.0,304.6,0.41,29.0,101708.0
2024-01-05 08:00:00+06:00,15.94,84.95,142.0,330.7,72.0,307.0,0.07,52.0,101798.0
2024-01-05 09:00:00+06:00,19.73,68.2,332.0,486.73,138.0,313.8,0.07,14.0,101848.0
2024-01-05 10:00:00+06:00,22.52,54.6,497.0,567.39,186.0,324.0,0.34,351.0,101858.0
2024-01-05 11:00:00+06:00,23.71,46.7,631.0,666.03,198.0,333.0,0.14,348.0,101788.0
2024-01-05 12:00:00+06:00,24.37,43.95,689.0,682.33,213.0,339.4,0.34,276.0,101698.0
2024-01-05 13:00:00+06:00,24.55,45.25,695.0,734.7,190.0,349.6,1.24,287.0,101588.0
2024-01-05 14:00:00+06:00,24.8,44.65,613.0,688.64,186.0,354.0,1.38,303.0,101458.0
2024-01-05 15:00:00+06:00,24.8,43.85,480.0,653.59,153.0,347.8,1.45,316.0,101388.0
2024-01-05 16:00:00+06:00,24.42,44.25,282.0,455.0,129.0,356.6,1.45,320.0,101368.0
2024-01-05 17:00:00+06:00,23.51,49.2,85.0,208.47,56.0,349.8,1.31,319.0,101378.0
2024-01-05 18:00:00+06:00,22.05,54.85,0.0,0.0,0.0,340.4,1.72,321.0,101458.0
2024-01-05 19:00:00+06:00,20.56,61.35,0.0,0.0,0.0,342.2,1.86,329.0,101538.0
2024-01-05 20:00:00+06:00,19.29,67.2,0.0,0.0,0.0,332.8,1.93,342.0,101638.0
2024-01-05 21:00:00+06:00,18.22,72.15,0.0,0.0,0.0,326.2,2.0,351.0,101688.0
2024-01-05 22:00:00+06:00,17.46,75.65,0.0,0.0,0.0,329.6,2.0,359.0,101698.0
2024-01-05 23:00:00+06:00,16.84,78.45,0.0,0.0,0.0,324.2,2.0,9.0,101658.0
2024-01-06 00:00:00+06:00,16.24,81.5,0.0,0.0,0.0,321.6,1.86,16.0,101628.0
2024-01-06 01:00:00+06:00,15.51,85.1,0.0,0.0,0.0,319.0,1.86,35.0,101618.0
2024-01-06 02:00:00+06:00,14.98,87.4,0.0,0.0,0.0,315.4,1.86,33.0,101588.0
2024-01-06 03:00:00+06:00,14.54,89.15,0.0,0.0,0.0,313.6,1.93,34.0,101568.0
2024-01-06 04:00:00+06:00,14.07,90.7,0.0,0.0,0.0,312.4,1.86,37.0,101538.0
2024-01-06 05:00:00+06:00,13.62,91.75,0.0,0.0,0.0,310.6,1.79,40.0,101558.0
2024-01-06 06:00:00+06:00,13.21,92.55,0.0,0.0,0.0,309.4,1.59,41.0,101648.0
2024-01-06 07:00:00+06:00,13.5,91.0,0.0,0.0,0.0,308.8,1.24,33.0,101748.0
2024-01-06 08:00:00+06:00,16.34,82.8,134.0,274.53,76.0,311.2,0.48,8.0,101838.0
2024-01-06 09:00:00+06:00,20.29,65.1,332.0,486.75,138.0,318.8,0.76,356.0,101917.0
2024-01-06 10:00:00+06:00,22.72,52.35,515.0,636.24,166.0,328.6,1.45,1.0,101917.0
2024-01-06 11:00:00+06:00,23.97,45.65,639.0,691.27,189.0,337.0,1.79,6.0,101858.0
2024-01-06 12:00:00+06:00,24.77,42.85,691.0,682.49,214.0,341.4,1.93,354.0,101728.0
2024-01-06 13:00:00+06:00,25.17,44.0,679.0,669.03,218.0,348.8,1.86,344.0,101608.0
2024-01-06 14:00:00+06:00,25.56,42.6,608.0,665.48,194.0,348.6,2.21,340.0,101508.0
2024-01-06 15:00:00+06:00,25.52,42.3,472.0,608.83,166.0,348.0,2.21,341.0,101428.0
2024-01-06 16:00:00+06:00,25.15,43.1,294.0,513.73,120.0,348.0,2.07,341.0,101388.0
2024-01-06 17:00:00+06:00,24.0,49.25,95.0,275.5,56.0,343.6,1.59,345.0,101428.0
2024-01-06 18:00:00+06:00,22.29,55.6,0.0,0.0,0.0,337.2,2.07,352.0,101458.0
2024-01-06 19:00:00+06:00,20.5,63.35,0.0,0.0,0.0,334.0,2.14,3.0,101548.0
2024-01-06 20:00:00+06:00,19.22,69.3,0.0,0.0,0.0,330.2,2.07,12.0,101598.0
2024-01-06 21:00:00+06:00,18.25,74.05,0.0,0.0,0.0,327.2,2.07,12.0,101668.0
2024-01-06 22:00:00+06:00,17.47,78.0,0.0,0.0,0.0,325.2,2.0,4.0,101738.0
2024-01-06 23:00:00+06:00,16.84,81.0,0.0,0.0,0.0,322.8,1.93,359.0,101728.0
2024-01-07 00:00:00+06:00,16.25,83.6,0.0,0.0,0.0,320.8,1.86,353.0,101718.0
2024-01-07 01:00:00+06:00,15.6,87.55,0.0,0.0,0.0,320.4,1.72,358.0,101698.0
2024-01-07 02:00:00+06:00,14.96,90.35,0.0,0.0,0.0,319.0,1.79,358.0,101688.0
2024-01-07 03:00:00+06:00,14.47,90.95,0.0,0.0,0.0,316.8,1.86,1.0,101648.0
2024-01-07 04:00:00+06:00,14.13,91.1,0.0,0.0,0.0,315.0,1.86,7.0,101678.0
2024-01-07 05:00:00+06:00,13.73,91.75,0.0,0.0,0.0,314.2,1.72,11.0,101658.0
2024-01-07 06:00:00+06:00,13.4,92.35,0.0,0.0,0.0,313.4,1.59,11.0,101728.0
2024-01-07 07:00:00+06:00,13.3,92.15,0.0,0.0,0.0,311.05,1.45,12.0,101778.0
2024-01-07 08:00:00+06:00,16.04,86.05,134.0,274.94,76.0,313.4,0.76,12.0,101858.0
2024-01-07 09:00:00+06:00,20.16,67.5,339.0,524.3,130.0,321.4,0.9,14.0,101937.0
2024-01-07 10:00:00+06:00,22.83,55.3,510.0,611.98,174.0,329.0,1.24,10.0,101967.0
2024-01-07 11:00:00+06:00,24.26,48.15,650.0,731.67,173.0,339.8,1.52,351.0,101937.0
2024-01-07 12:00:00+06:00,25.21,44.1,638.0,514.06,278.0,346.0,1.79,335.0,101808.0
2024-01-07 13:00:00+06:00,25.69,44.8,718.0,807.7,160.0,352.6,1.72,330.0,101698.0
2024-01-07 14:00:00+06:00,25.96,43.2,611.0,666.43,195.0,365.0,1.93,324.0,101568.0
2024-01-07 15:00:00+06:00,25.91,42.8,467.0,576.29,176.0,358.2,2.0,324.0,101508.0
2024-01-07 16:00:00+06:00,25.54,43.45,264.0,345.86,146.0,355.4,1.93,325.0,101508.0
2024-01-07 17:00:00+06:00,24.38,50.0,97.0,284.6,56.0,354.4,1.52,331.0,101508.0
2024-01-07 18:00:00+06:00,22.77,55.9,0.0,0.0,0.0,346.0,1.79,340.0,101528.0
2024-01-07 19:00:00+06:00,21.23,62.55,0.0,0.0,0.0,348.8,1.86,352.0,101598.0
2024-01-07 20:00:00+06:00,20.0,68.2,0.0,0.0,0.0,343.4,1.86,2.0,101648.0
2024-01-07 21:00:00+06:00,19.04,72.95,0.0,0.0,0.0,338.4,1.79,9.0,101678.0
2024-01-07 22:00:00+06:00,18.16,77.45,0.0,0.0,0.0,336.2,1.66,12.0,101708.0
2024-01-07 23:00:00+06:00,17.22,82.55,0.0,0.0,0.0,334.2,1.52,12.0,101668.0
2024-01-08 00:00:00+06:00,16.32,87.2,0.0,0.0,0.0,331.4,1.45,13.0,101648.0
2024-01-08 01:00:00+06:00,16.71,83.1,0.0,0.0,0.0,326.4,0.83,44.0,101608.0
2024-01-08 02:00:00+06:00,16.2,85.1,0.0,0.0,0.0,324.2,0.9,65.0,101578.0
2024-01-08 03:00:00+06:00,16.03,85.7,0.0,0.0,0.0,323.4,0.83,83.0,101568.0
2024-01-08 04:00:00+06:00,16.17,85.25,0.0,0.0,0.0,322.6,0.76,107.0,101558.0
2024-01-08 05:00:00+06:00,16.1,86.1,0.0,0.0,0.0,322.4,0.62,149.0,101528.0
2024-01-08 06:00:00+06:00,15.83,88.05,0.0,0.0,0.0,323.2,0.76,185.0,101578.0
2024-01-08 07:00:00+06:00,14.49,93.75,0.0,0.0,0.0,325.05,1.03,195.0,101638.0
2024-01-08 08:00:00+06:00,16.12,93.1,140.0,322.7,72.0,333.0,0.48,184.0,101728.0
2024-01-08 09:00:00+06:00,20.52,70.2,339.0,524.09,130.0,345.2,0.69,178.0,101808.0
2024-01-08 10:00:00+06:00,23.33,56.2,516.0,636.79,166.0,341.2,0.97,175.0,101838.0
2024-01-08 11:00:00+06:00,24.91,50.9,641.0,692.21,189.0,349.0,0.83,195.0,101778.0
2024-01-08 12:00:00+06:00,25.95,47.65,702.0,711.04,203.0,356.4,0.9,228.0,101678.0
2024-01-08 13:00:00+06:00,26.34,48.65,683.0,671.26,218.0,363.4,1.72,236.0,101538.0
2024-01-08 14:00:00+06:00,26.39,48.25,614.0,667.29,196.0,374.4,1.93,239.0,101398.0
2024-01-08 15:00:00+06:00,26.13,49.45,480.0,622.81,164.0,375.2,1.86,232.0,101308.0
2024-01-08 16:00:00+06:00,25.77,51.6,294.0,488.77,126.0,382.8,1.72,227.0,101308.0
2024-01-08 17:00:00+06:00,24.83,57.8,94.0,238.75,59.0,382.6,1.38,210.0,101268.0
2024-01-08 18:00:00+06:00,23.44,64.35,0.0,0.0,0.0,376.8,2.07,182.0,101278.0
2024-01-08 19:00:00+06:00,22.07,71.0,0.0,0.0,0.0,374.4,2.28,183.0,101338.0
2024-01-08 20:00:00+06:00,21.16,76.1,0.0,0.0,0.0,364.8,2.55,186.0,101378.0
2024-01-08 21:00:00+06:00,20.42,82.25,0.0,0.0,0.0,359.0,2.69,187.0,101418.0
2024-01-08 22:00:00+06:00,19.8,87.95,0.0,0.0,0.0,356.0,2.62,194.0,101408.0
2024-01-08 23:00:00+06:00,19.34,92.15,0.0,0.0,0.0,352.2,2.48,200.0,101408.0
2024-01-09 00:00:00+06:00,18.96,94.45,0.0,0.0,0.0,346.8,2.34,203.0,101348.0
2024-01-09 01:00:00+06:00,18.61,95.15,0.0,0.0,0.0,342.8,2.34,211.0,101338.0
2024-01-09 02:00:00+06:00,18.39,95.9,0.0,0.0,0.0,341.6,2.28,217.0,101298.0
2024-01-09 03:00:00+06:00,18.21,96.45,0.0,0.0,0.0,340.0,2.14,224.0,101268.0
2024-01-09 04:00:00+06:00,18.01,97.0,0.0,0.0,0.0,339.2,2.0,230.0,101248.0
2024-01-09 05:00:00+06:00,17.79,97.65,0.0,0.0,0.0,338.4,1.86,237.0,101238.0
2024-01-09 06:00:00+06:00,17.55,98.7,0.0,0.0,0.0,337.8,1.72,240.0,101268.0
2024-01-09 07:00:00+06:00,17.16,99.65,0.0,0.0,0.0,334.05,1.45,235.0,101318.0
2024-01-09 08:00:00+06:00,18.62,97.85,133.0,270.69,76.0,343.0,0.76,228.0,101388.0
2024-01-09 09:00:00+06:00,20.92,89.15,339.0,523.77,130.0,373.6,1.31,236.0,101488.0
2024-01-09 10:00:00+06:00,23.08,78.85,516.0,636.0,166.0,367.0,1.03,234.0,101508.0
2024-01-09 11:00:00+06:00,25.32,64.5,618.0,605.4,222.0,359.4,1.1,239.0,101458.0
2024-01-09 12:00:00+06:00,26.99,47.55,703.0,710.88,203.0,361.0,1.79,257.0,101388.0
2024-01-09 13:00:00+06:00,26.73,51.55,697.0,711.12,203.0,372.4,1.52,246.0,101258.0
2024-01-09 14:00:00+06:00,27.14,46.85,616.0,668.07,196.0,381.8,1.93,249.0,101138.0
2024-01-09 15:00:00+06:00,27.14,45.0,486.0,637.44,161.0,391.65,2.28,259.0,101078.0
2024-01-09 16:00:00+06:00,25.99,47.65,297.0,490.9,127.0,386.8,2.34,266.0,101078.0
2024-01-09 17:00:00+06:00,25.02,53.35,104.0,315.08,57.0,377.0,1.1,257.0,101108.0
2024-01-09 18:00:00+06:00,23.96,57.0,0.0,0.0,0.0,363.0,1.03,258.0,101138.0
2024-01-09 19:00:00+06:00,22.38,67.0,0.0,0.0,0.0,349.4,0.83,248.0,101248.0
2024-01-09 20:00:00+06:00,21.58,67.6,0.0,0.0,0.0,350.6,0.76,139.0,101318.0
2024-01-09 21:00:00+06:00,19.96,75.9,0.0,0.0,0.0,356.0,2.14,116.0,101378.0
2024-01-09 22:00:00+06:00,18.97,83.15,0.0,0.0,0.0,345.8,2.28,114.0,101408.0
2024-01-09 23:00:00+06:00,18.44,89.35,0.0,0.0,0.0,343.0,2.21,120.0,101378.0
2024-01-10 00:00:00+06:00,18.09,94.4,0.0,0.0,0.0,343.4,1.86,128.0,101408.0
2024-01-10 01:00:00+06:00,18.35,97.2,0.0,0.0,0.0,360.6,1.45,141.0,101398.0
2024-01-10 02:00:00+06:00,18.24,98.45,0.0,0.0,0.0,357.2,0.83,98.0,101398.0
2024-01-10 03:00:00+06:00,17.62,99.75,0.0,0.0,0.0,366.6,1.31,24.0,101388.0
2024-01-10 04:00:00+06:00,17.71,99.35,0.0,0.0,0.0,378.8,1.31,12.0,101408.0
2024-01-10 05:00:00+06:00,17.9,98.7,0.0,0.0,0.0,387.8,1.52,24.0,101428.0
2024-01-10 06:00:00+06:00,17.9,97.9,0.0,0.0,0.0,388.25,1.66,33.0,101458.0
2024-01-10 07:00:00+06:00,17.98,95.65,0.0,0.0,0.0,389.25,1.72,35.0,101558.0
2024-01-10 08:00:00+06:00,18.69,90.1,140.0,323.03,72.0,376.4,1.79,38.0,101678.0
2024-01-10 09:00:00+06:00,20.95,75.05,347.0,563.4,122.0,358.0,2.0,38.0,101748.0
2024-01-10 10:00:00+06:00,23.46,55.6,528.0,684.1,151.0,351.6,2.41,36.0,101808.0
2024-01-10 11:00:00+06:00,25.07,43.3,654.0,732.45,174.0,362.4,2.69,32.0,101758.0
2024-01-10 12:00:00+06:00,25.91,40.9,717.0,753.19,186.0,353.2,2.34,29.0,101668.0
2024-01-10 13:00:00+06:00,26.34,39.3,699.0,711.92,203.0,354.0,2.07,12.0,101558.0
2024-01-10 14:00:00+06:00,26.5,38.9,622.0,681.45,192.0,357.2,1.72,6.0,101448.0
2024-01-10 15:00:00+06:00,26.34,39.0,481.0,603.06,172.0,355.8,1.72,1.0,101388.0
2024-01-10 16:00:00+06:00,26.03,39.3,302.0,501.53,127.0,350.8,1.86,358.0,101388.0
2024-01-10 17:00:00+06:00,24.86,45.35,101.0,263.54,61.0,355.0,1.72,3.0,101398.0
2024-01-10 18:00:00+06:00,22.68,52.9,0.0,0.0,0.0,340.6,2.34,10.0,101438.0
2024-01-10 19:00:00+06:00,20.84,59.3,0.0,0.0,0.0,335.0,2.28,12.0,101538.0
2024-01-10 20:00:00+06:00,19.62,63.4,0.0,0.0,0.0,331.4,2.34,12.0,101608.0
2024-01-10 21:00:00+06:00,18.68,66.3,0.0,0.0,0.0,327.4,2.41,10.0,101688.0
2024-01-10 22:00:00+06:00,17.96,68.2,0.0,0.0,0.0,324.2,2.34,9.0,101728.0
2024-01-10 23:00:00+06:00,17.35,70.35,0.0,0.0,0.0,321.2,2.34,8.0,101708.0
2024-01-11 00:00:00+06:00,16.81,72.55,0.0,0.0,0.0,318.0,2.34,10.0,101698.0
2024-01-11 01:00:00+06:00,16.38,77.7,0.0,0.0,0.0,318.8,2.14,14.0,101688.0
2024-01-11 02:00:00+06:00,15.92,80.05,0.0,0.0,0.0,315.8,2.14,17.0,101618.0
2024-01-11 03:00:00+06:00,15.46,82.45,0.0,0.0,0.0,313.0,2.21,21.0,101598.0
2024-01-11 04:00:00+06:00,15.03,85.05,0.0,0.0,0.0,310.2,2.21,25.0,101548.0
2024-01-11 05:00:00+06:00,14.65,87.65,0.0,0.0,0.0,307.2,2.21,28.0,101578.0
2024-01-11 06:00:00+06:00,14.27,90.0,0.0,0.0,0.0,305.0,2.07,32.0,101578.0
2024-01-11 07:00:00+06:00,13.92,91.6,0.0,0.0,0.0,303.0,2.0,36.0,101648.0
2024-01-11 08:00:00+06:00,15.33,89.85,133.0,270.75,76.0,303.4,1.17,42.0,101748.0
2024-01-11 09:00:00+06:00,19.64,67.95,333.0,485.26,139.0,309.6,1.03,46.0,101838.0
2024-01-11 10:00:00+06:00,22.28,52.25,504.0,579.76,184.0,318.8,1.03,37.0,101877.0
2024-01-11 11:00:00+06:00,23.85,41.15,639.0,668.55,200.0,327.2,1.17,349.0,101828.0
2024-01-11 12:00:00+06:00,24.72,37.65,719.0,754.17,186.0,331.8,2.0,319.0,101708.0
2024-01-11 13:00:00+06:00,25.17,35.65,702.0,712.64,204.0,332.6,2.28,316.0,101548.0
2024-01-11 14:00:00+06:00,25.3,35.55,625.0,683.61,192.0,334.6,2.34,310.0,101418.0
2024-01-11 15:00:00+06:00,25.2,35.95,476.0,570.89,182.0,336.0,2.28,309.0,101358.0
2024-01-11 16:00:00+06:00,24.75,37.0,305.0,506.24,127.0,335.4,2.21,312.0,101368.0
2024-01-11 17:00:00+06:00,23.56,43.6,104.0,278.45,61.0,333.6,1.66,321.0,101368.0
2024-01-11 18:00:00+06:00,21.84,50.2,0.0,0.0,0.0,328.4,2.07,338.0,101378.0
2024-01-11 19:00:00+06:00,20.04,58.1,0.0,0.0,0.0,326.2,2.21,352.0,101458.0
2024-01-11 20:00:00+06:00,18.72,63.9,0.0,0.0,0.0,322.8,2.21,1.0,101518.0
2024-01-11 21:00:00+06:00,17.8,68.05,0.0,0.0,0.0,320.6,2.21,9.0,101548.0
2024-01-11 22:00:00+06:00,17.11,71.35,0.0,0.0,0.0,318.8,2.14,14.0,101598.0
2024-01-11 23:00:00+06:00,16.53,74.4,0.0,0.0,0.0,317.8,2.07,20.0,101578.0
